Player,Rk,Date,Age,Tm,home_away,Opp,win_margin,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
Alyssa Thomas,13,2024-06-15,32.2,CON,away,DAL,18.0,1,29.2,5,7,.714,0,0,,3,4,.750,3,6,9,9,0,0,1,4,13,17.3
Alyssa Thomas,14,2024-06-18,32.2,CON,home,LAS,9.0,1,28.9,4,5,.800,0,0,,3,5,.600,2,5,7,7,3,0,3,2,11,15.3
Alyssa Thomas,15,2024-06-21,32.2,CON,away,LVA,-11.0,1,32.1,2,6,.333,0,0,,2,3,.667,0,3,3,7,0,0,0,4,6,6.4
Alyssa Thomas,16,2024-06-23,32.2,CON,away,SEA,-11.0,1,36.1,6,12,.500,0,0,,2,2,1.000,7,7,14,3,3,2,6,2,14,14.7
Alyssa Thomas,17,2024-06-27,32.2,CON,away,WAS,3.0,1,36.5,1,5,.200,0,0,,5,8,.625,5,3,8,6,1,1,3,2,7,9.2
Alyssa Thomas,18,2024-06-28,32.2,CON,home,ATL,-4.0,1,35.9,4,9,.444,0,0,,6,9,.667,2,5,7,8,1,0,6,2,14,10.8
Alyssa Thomas,19,2024-07-01,32.2,CON,away,PHO,11.0,1,39.4,5,8,.625,0,0,,0,0,,5,7,12,6,1,2,3,1,10,15.2
Alyssa Thomas,20,2024-07-04,32.2,CON,away,MIN,5.0,1,40.0,4,10,.400,0,0,,5,5,1.000,2,8,10,14,2,0,4,2,13,18.4
Alyssa Thomas,21,2024-07-07,32.2,CON,home,ATL,13.0,1,24.7,3,5,.600,0,0,,1,2,.500,2,5,7,9,1,0,1,1,7,13.1
Alyssa Thomas,22,2024-07-10,32.2,CON,home,NYL,-3.0,1,37.2,1,4,.250,0,0,,1,2,.500,3,6,9,8,1,1,4,4,3,5.8
Alyssa Thomas,23,2024-07-14,32.3,CON,home,PHO,27.0,1,22.9,3,5,.600,0,0,,0,2,.000,1,4,5,3,0,0,2,2,6,4.1
Alyssa Thomas,24,2024-07-16,32.3,CON,away,NYL,-8.0,1,23.0,8,9,.889,0,1,.000,0,1,.000,4,4,8,5,1,1,1,0,16,20.7
Alyssa Thomas,25,2024-08-16,32.3,CON,away,DAL,18.0,1,31.4,6,9,.667,0,0,,0,1,.000,1,7,8,14,2,0,6,3,12,15.1
Alyssa Thomas,26,2024-08-18,32.4,CON,away,ATL,-12.0,1,31.4,5,12,.417,0,0,,3,5,.600,3,5,8,6,1,1,5,3,13,9.1
Alyssa Thomas,27,2024-08-20,32.4,CON,home,LAS,8.0,1,37.0,4,12,.333,0,0,,1,3,.333,4,12,16,8,3,0,4,3,9,11.2
Alyssa Thomas,28,2024-08-23,32.4,CON,home,CHI,2.0,1,37.5,5,7,.714,0,1,.000,2,3,.667,3,6,9,11,4,1,5,2,12,19.2
Alyssa Thomas,29,2024-08-24,32.4,CON,away,NYL,8.0,1,29.3,2,5,.400,0,0,,0,0,,1,2,3,8,1,0,3,1,4,5.8
Alyssa Thomas,30,2024-08-28,32.4,CON,away,IND,-4.0,1,36.9,7,11,.636,0,0,,3,6,.500,2,4,6,6,2,0,4,3,17,14.5
Alyssa Thomas,31,2024-08-31,32.4,CON,away,WAS,11.0,1,6.9,0,1,.000,0,0,,0,0,,0,1,1,1,0,0,1,2,0,-1.5
Alyssa Thomas,32,2024-09-01,32.4,CON,home,SEA,7.0,1,28.3,3,8,.375,0,0,,2,3,.667,2,6,8,8,2,0,3,3,8,9.8
Alyssa Thomas,33,2024-09-03,32.4,CON,home,SEA,-7.0,1,34.8,1,5,.200,0,0,,2,4,.500,2,4,6,7,2,0,4,2,4,4.8
Alyssa Thomas,34,2024-09-06,32.4,CON,home,LVA,-5.0,1,35.3,3,5,.600,0,1,.000,1,1,1.000,2,8,10,8,4,0,8,4,7,8.5
Alyssa Thomas,35,2024-09-08,32.4,CON,away,LAS,12.0,1,35.8,5,11,.455,0,0,,2,5,.400,2,8,10,11,2,1,5,1,12,13.9
Alyssa Thomas,36,2024-09-10,32.4,CON,away,LAS,20.0,1,27.7,3,9,.333,0,1,.000,1,2,.500,2,9,11,12,1,0,1,2,7,13.2
Alyssa Thomas,37,2024-09-13,32.4,CON,away,PHO,19.0,1,33.2,2,6,.333,0,0,,3,4,.750,0,3,3,11,0,1,1,1,7,11.1
Alyssa Thomas,38,2024-09-15,32.4,CON,away,LVA,-13.0,1,32.2,2,7,.286,0,0,,2,2,1.000,1,4,5,7,0,1,1,2,6,7.6
Alyssa Thomas,39,2024-09-17,32.4,CON,home,MIN,-2.0,1,36.5,9,12,.750,0,0,,0,0,,4,4,8,10,2,0,4,1,18,21.8
Alyssa Thomas,40,2024-09-19,32.4,CON,home,CHI,33.0,1,21.8,5,6,.833,0,0,,3,4,.750,3,2,5,7,1,0,3,1,13,15.6
Kayla Thornton,1,2024-05-14,31.6,NYL,away,WAS,5.0,0,4.9,0,1,.000,0,0,,0,0,,0,1,1,0,0,1,0,0,0,0.3
Kayla Thornton,2,2024-05-16,31.6,NYL,away,IND,36.0,0,9.7,3,4,.750,2,2,1.000,1,1,1.000,0,0,0,0,1,1,0,1,9,8.7
Kayla Thornton,3,2024-05-18,31.6,NYL,home,IND,11.0,0,11.8,0,2,.000,0,2,.000,3,4,.750,0,0,0,0,0,0,1,1,3,-0.2
Kayla Thornton,4,2024-05-20,31.6,NYL,home,SEA,11.0,0,19.9,2,4,.500,0,1,.000,3,3,1.000,2,1,3,0,0,0,0,1,7,6.3
Kayla Thornton,5,2024-05-23,31.6,NYL,home,CHI,-9.0,0,13.4,0,1,.000,0,0,,3,3,1.000,0,1,1,0,0,0,0,1,3,2.2
Kayla Thornton,6,2024-05-25,31.6,NYL,away,MIN,-17.0,0,7.2,0,2,.000,0,1,.000,0,0,,0,1,1,0,1,0,0,0,0,-0.1
Kayla Thornton,7,2024-05-29,31.6,NYL,home,PHO,3.0,0,12.0,1,4,.250,1,3,.333,0,0,,0,2,2,0,0,0,0,0,3,1.2
Kayla Thornton,8,2024-05-31,31.6,NYL,home,WAS,11.0,1,34.0,7,14,.500,4,11,.364,2,2,1.000,1,2,3,4,5,0,0,3,20,20.9
Kayla Thornton,9,2024-06-02,31.6,NYL,home,IND,36.0,0,19.6,2,9,.222,1,4,.250,0,0,,1,0,1,1,2,1,0,2,5,2.8
Kayla Thornton,10,2024-06-04,31.6,NYL,away,CHI,13.0,0,17.2,1,3,.333,1,3,.333,0,0,,0,0,0,1,1,0,0,3,3,1.8
Kayla Thornton,11,2024-06-06,31.6,NYL,away,ATL,17.0,1,26.3,2,9,.222,2,6,.333,0,0,,2,2,4,3,2,0,2,4,6,3.0
Kayla Thornton,12,2024-06-08,31.6,NYL,away,CON,7.0,1,30.4,2,5,.400,1,2,.500,1,2,.500,0,1,1,3,0,0,1,1,6,3.9
Kayla Thornton,13,2024-06-09,31.6,NYL,home,WAS,5.0,1,17.5,1,5,.200,0,2,.000,0,0,,3,1,4,0,1,1,0,0,2,3.0
Kayla Thornton,14,2024-06-15,31.7,NYL,away,LVA,8.0,1,17.9,1,3,.333,1,2,.500,0,0,,1,1,2,0,0,0,1,0,3,1.3
Kayla Thornton,15,2024-06-18,31.7,NYL,away,PHO,-6.0,1,22.2,4,7,.571,4,6,.667,0,0,,3,4,7,0,0,0,1,2,12,10.2
Kayla Thornton,16,2024-06-20,31.7,NYL,home,LAS,13.0,1,28.5,3,6,.500,0,2,.000,0,0,,1,3,4,0,0,0,0,2,6,3.8
Kayla Thornton,17,2024-06-22,31.7,NYL,home,LAS,10.0,1,27.5,7,8,.875,6,7,.857,0,0,,2,4,6,0,1,0,0,4,20,19.2
Kayla Thornton,18,2024-06-23,31.7,NYL,away,ATL,21.0,1,27.9,3,7,.429,2,6,.333,0,0,,0,6,6,0,1,0,1,2,8,5.3
Kayla Thornton,19,2024-06-30,31.7,NYL,home,ATL,6.0,0,10.1,0,2,.000,0,2,.000,3,5,.600,0,0,0,1,0,0,0,0,3,1.5
Kayla Thornton,20,2024-07-02,31.7,NYL,home,MIN,9.0,0,11.9,0,2,.000,0,1,.000,0,0,,1,1,2,1,0,1,0,0,0,1.0
Kayla Thornton,21,2024-07-06,31.7,NYL,away,IND,-5.0,0,28.1,3,9,.333,1,7,.143,0,0,,3,1,4,1,1,0,0,2,7,5.2
Kayla Thornton,22,2024-07-10,31.7,NYL,away,CON,3.0,0,17.6,2,3,.667,0,0,,0,0,,0,0,0,2,0,0,0,2,4,3.3
Kayla Thornton,23,2024-07-11,31.7,NYL,home,CHI,15.0,0,28.2,5,7,.714,4,5,.800,2,2,1.000,1,0,1,0,4,0,1,0,16,16.8
Kayla Thornton,24,2024-07-13,31.7,NYL,away,CHI,14.0,0,25.2,0,5,.000,0,3,.000,0,0,,0,1,1,1,0,0,0,1,0,-2.9
Kayla Thornton,25,2024-07-16,31.7,NYL,home,CON,8.0,0,23.8,3,6,.500,1,2,.500,0,0,,0,4,4,0,0,0,0,3,7,4.0
Kayla Thornton,26,2024-08-15,31.8,NYL,away,LAS,35.0,0,23.8,5,9,.556,4,6,.667,2,2,1.000,0,1,1,1,2,1,1,1,16,14.0
Kayla Thornton,27,2024-08-17,31.8,NYL,away,LVA,12.0,0,26.5,3,9,.333,1,5,.200,0,0,,2,4,6,0,1,1,2,1,7,3.8
Kayla Thornton,28,2024-08-20,31.8,NYL,home,DAL,20.0,1,31.7,2,6,.333,1,3,.333,0,0,,1,4,5,2,2,1,0,0,5,7.6
Kayla Thornton,29,2024-08-22,31.8,NYL,home,DAL,8.0,1,31.4,6,15,.400,2,10,.200,2,2,1.000,3,2,5,2,1,0,1,2,16,11.2
Kayla Thornton,30,2024-08-24,31.8,NYL,home,CON,-8.0,0,23.4,0,5,.000,0,3,.000,0,0,,3,1,4,1,0,0,2,2,0,-3.2
Kayla Thornton,31,2024-08-26,31.9,NYL,away,PHO,14.0,0,13.3,0,3,.000,0,2,.000,0,0,,1,0,1,0,0,0,0,2,0,-2.2
Kayla Thornton,32,2024-08-28,31.9,NYL,away,LAS,-6.0,0,18.4,2,2,1.000,1,1,1.000,0,0,,1,1,2,0,1,0,0,3,5,5.2
Kayla Thornton,33,2024-08-30,31.9,NYL,away,SEA,13.0,0,14.6,1,3,.333,0,1,.000,0,0,,2,1,3,0,1,0,2,1,2,0.6
Kayla Thornton,34,2024-09-05,31.9,NYL,home,SEA,7.0,0,12.5,1,4,.250,1,2,.500,0,0,,0,1,1,1,1,0,1,0,3,1.6
Kayla Thornton,35,2024-09-08,31.9,NYL,home,LVA,4.0,0,22.4,0,2,.000,0,2,.000,0,0,,2,2,4,1,0,0,1,2,0,-0.5
Kayla Thornton,36,2024-09-10,31.9,NYL,away,DAL,14.0,0,19.2,1,4,.250,1,3,.333,0,0,,0,4,4,0,0,0,1,2,3,0.0
Kayla Thornton,37,2024-09-12,31.9,NYL,away,DAL,32.0,0,20.9,0,2,.000,0,0,,0,0,,1,1,2,0,0,0,0,1,0,-0.8
Kayla Thornton,38,2024-09-15,31.9,NYL,home,MIN,-9.0,0,17.1,1,2,.500,1,2,.500,0,0,,0,0,0,0,0,0,1,1,3,0.6
Kayla Thornton,39,2024-09-17,31.9,NYL,away,WAS,16.0,0,19.8,2,5,.400,2,3,.667,0,0,,0,4,4,1,0,1,0,2,6,5.1
Kayla Thornton,40,2024-09-19,31.9,NYL,home,ATL,-11.0,0,21.8,1,4,.250,0,3,.000,0,0,,2,1,3,0,0,0,3,1,2,-2.1
Brianna Turner,1,2024-05-15,27.9,CHI,away,DAL,-8.0,0,13.4,0,0,,0,0,,0,0,,1,0,1,0,0,1,0,3,0,0.2
Brianna Turner,2,2024-05-18,27.9,CHI,away,DAL,9.0,0,15.2,0,1,.000,0,0,,0,0,,1,2,3,1,1,3,1,3,0,2.2
Brianna Turner,3,2024-05-23,27.9,CHI,away,NYL,9.0,0,12.2,1,1,1.000,0,0,,0,0,,0,2,2,1,0,0,0,2,2,2.2
Brianna Turner,4,2024-05-25,27.9,CHI,home,CON,-4.0,0,0.9,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0
Brianna Turner,5,2024-05-28,27.9,CHI,home,SEA,-9.0,0,9.0,1,1,1.000,0,0,,0,0,,2,1,3,0,1,0,1,1,2,3.0
Brianna Turner,6,2024-05-30,27.9,CHI,home,LAS,10.0,0,9.2,1,1,1.000,0,0,,1,2,.500,0,4,4,0,0,0,0,1,3,3.1
Brianna Turner,7,2024-06-06,27.9,CHI,away,WAS,8.0,0,3.4,0,1,.000,0,0,,0,0,,0,2,2,0,0,0,0,0,0,-0.1
Brianna Turner,8,2024-06-08,27.9,CHI,home,ATL,-9.0,0,3.1,1,1,1.000,0,0,,0,0,,0,0,0,0,0,0,0,0,2,1.7
Brianna Turner,9,2024-06-12,27.9,CHI,home,CON,-8.0,0,2.2,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0
Brianna Turner,10,2024-06-14,27.9,CHI,away,WAS,-2.0,0,0.9,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0
Brianna Turner,11,2024-06-20,28.0,CHI,home,DAL,11.0,0,5.4,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0,-0.4
Brianna Turner,12,2024-06-23,28.0,CHI,home,IND,1.0,0,3.7,0,0,,0,0,,0,0,,0,0,0,1,0,0,0,0,0,0.7
Brianna Turner,13,2024-06-27,28.0,CHI,home,LVA,-12.0,0,6.2,1,1,1.000,0,0,,0,0,,0,0,0,0,0,0,0,2,2,0.9
Brianna Turner,14,2024-07-05,28.0,CHI,away,SEA,4.0,0,3.4,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,2,0,-1.5
Brianna Turner,15,2024-07-10,28.0,CHI,home,ATL,9.0,0,5.7,0,0,,0,0,,0,0,,0,1,1,0,0,1,0,1,0,0.6
Brianna Turner,16,2024-07-11,28.0,CHI,away,NYL,-15.0,0,2.1,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,0.3
Brianna Turner,17,2024-08-15,28.1,CHI,home,PHO,-20.0,0,5.2,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0,-0.4
Brianna Turner,18,2024-08-18,28.1,CHI,away,PHO,-18.0,0,4.9,0,0,,0,0,,0,0,,0,2,2,0,0,0,0,0,0,0.6
Brianna Turner,19,2024-08-28,28.1,CHI,home,WAS,-4.0,0,5.3,0,0,,0,0,,0,0,,1,1,2,0,1,1,0,0,0,2.7
Brianna Turner,20,2024-08-30,28.2,CHI,home,IND,-19.0,0,2.7,0,0,,0,0,,0,0,,0,2,2,0,0,0,0,0,0,0.6
Brianna Turner,21,2024-09-03,28.2,CHI,away,LVA,-19.0,0,6.5,2,2,1.000,0,0,,0,0,,0,1,1,1,0,0,0,0,4,4.4
Brianna Turner,22,2024-09-06,28.2,CHI,home,LAS,14.0,0,3.2,0,0,,0,0,,0,0,,0,1,1,0,1,0,0,1,0,0.9
Brianna Turner,23,2024-09-08,28.2,CHI,home,DAL,15.0,0,11.1,1,1,1.000,0,0,,0,0,,2,2,4,0,0,1,0,1,2,4.0
Brianna Turner,24,2024-09-11,28.2,CHI,home,WAS,-31.0,0,20.8,2,4,.500,0,0,,0,0,,2,2,4,0,3,0,1,1,4,5.6
Brianna Turner,25,2024-09-13,28.2,CHI,away,MIN,-17.0,0,29.1,0,2,.000,0,0,,0,0,,1,4,5,3,1,2,4,0,0,1.0
Brianna Turner,26,2024-09-17,28.2,CHI,away,ATL,-16.0,1,33.2,4,6,.667,0,0,,0,0,,0,9,9,3,1,1,1,4,8,9.3
Brianna Turner,27,2024-09-19,28.2,CHI,away,CON,-33.0,1,34.6,2,3,.667,0,0,,0,0,,1,5,6,0,0,3,4,4,4,1.4
Sevgi Uzun,1,2024-05-15,26.5,DAL,home,CHI,8.0,1,26.9,2,8,.250,2,4,.500,0,0,,0,0,0,3,0,1,3,2,6,0.2
Sevgi Uzun,2,2024-05-18,26.5,DAL,home,CHI,-9.0,1,29.2,4,5,.800,1,1,1.000,0,0,,0,1,1,6,2,0,5,2,9,7.8
Sevgi Uzun,3,2024-05-21,26.5,DAL,away,ATL,-5.0,1,34.8,1,5,.200,0,3,.000,0,0,,0,3,3,8,1,1,3,1,2,3.7
Sevgi Uzun,4,2024-05-25,26.5,DAL,away,PHO,15.0,1,29.2,1,4,.250,0,2,.000,0,0,,0,3,3,4,2,1,3,3,2,1.8
Sevgi Uzun,5,2024-05-26,26.5,DAL,away,LAS,1.0,1,34.8,4,9,.444,2,2,1.000,1,2,.500,1,4,5,8,1,0,0,2,11,13.6
Sevgi Uzun,6,2024-05-31,26.5,DAL,away,CON,-2.0,1,33.6,3,8,.375,1,3,.333,0,0,,0,3,3,3,1,1,4,3,7,2.1
Sevgi Uzun,7,2024-06-02,26.5,DAL,away,MIN,-11.0,1,35.7,5,12,.417,1,4,.250,1,2,.500,0,4,4,4,3,0,5,4,12,5.6
Sevgi Uzun,8,2024-06-05,26.5,DAL,home,LVA,-14.0,1,26.4,1,8,.125,0,5,.000,2,2,1.000,1,1,2,4,1,0,1,2,4,1.8
Sevgi Uzun,9,2024-06-07,26.5,DAL,away,LAS,-9.0,1,34.5,3,9,.333,0,3,.000,3,3,1.000,0,4,4,1,1,0,4,2,9,2.0
Sevgi Uzun,10,2024-06-09,26.5,DAL,home,PHO,-7.0,1,33.2,4,10,.400,2,6,.333,1,1,1.000,0,2,2,2,1,0,3,1,11,5.2
Sevgi Uzun,11,2024-06-13,26.6,DAL,home,SEA,-8.0,1,22.1,1,4,.250,0,2,.000,0,0,,1,0,1,5,0,3,4,2,2,1.1
Sevgi Uzun,12,2024-06-15,26.6,DAL,home,CON,-18.0,1,17.4,1,5,.200,0,3,.000,0,0,,0,0,0,1,0,0,1,0,2,-1.4
Sevgi Uzun,13,2024-06-17,26.6,DAL,away,MIN,-12.0,1,31.5,7,13,.538,3,5,.600,0,0,,0,2,2,6,2,1,7,3,17,10.0
Sevgi Uzun,14,2024-06-20,26.6,DAL,away,CHI,-11.0,1,32.6,4,9,.444,0,4,.000,0,0,,0,5,5,6,1,0,2,3,8,6.8
Sevgi Uzun,15,2024-06-22,26.6,DAL,away,WAS,-28.0,1,28.4,2,8,.250,1,4,.250,0,0,,1,3,4,5,2,0,2,2,5,4.5
Sevgi Uzun,16,2024-06-23,26.6,DAL,away,WAS,-8.0,1,34.5,3,10,.300,0,4,.000,3,3,1.000,1,1,2,7,2,0,3,3,9,6.9
Sevgi Uzun,17,2024-06-27,26.6,DAL,home,MIN,6.0,1,27.8,2,6,.333,0,1,.000,0,0,,0,2,2,4,2,0,0,1,4,5.6
Sevgi Uzun,18,2024-06-29,26.6,DAL,away,SEA,-21.0,1,21.2,1,2,.500,0,1,.000,0,0,,0,0,0,2,0,1,3,2,2,-0.7
Sevgi Uzun,19,2024-07-01,26.6,DAL,away,SEA,-24.0,0,14.9,0,2,.000,0,0,,2,2,1.000,0,2,2,3,0,0,1,2,2,1.5
Sevgi Uzun,20,2024-07-03,26.6,DAL,home,PHO,-8.0,0,18.1,3,7,.429,1,2,.500,0,0,,1,1,2,3,2,0,0,0,7,8.4
Sevgi Uzun,21,2024-07-05,26.6,DAL,home,ATL,3.0,0,6.3,0,0,,0,0,,0,0,,0,1,1,1,1,0,1,2,0,0.2
Sevgi Uzun,22,2024-07-07,26.6,DAL,away,LVA,-19.0,0,12.4,0,1,.000,0,0,,1,2,.500,1,2,3,1,1,0,1,1,1,1.5
Sevgi Uzun,23,2024-07-10,26.6,DAL,away,PHO,-16.0,0,5.1,0,3,.000,0,1,.000,0,0,,0,0,0,1,0,0,1,0,0,-2.4
Sevgi Uzun,24,2024-07-13,26.6,DAL,home,LAS,-6.0,0,9.0,1,1,1.000,1,1,1.000,0,0,,0,0,0,0,0,0,1,1,3,1.3
Sevgi Uzun,25,2024-07-17,26.6,DAL,home,IND,8.0,0,7.5,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0,-0.4
Sevgi Uzun,26,2024-08-16,26.7,DAL,home,CON,-18.0,1,16.0,0,3,.000,0,2,.000,2,2,1.000,0,1,1,2,1,0,2,2,2,-0.2
Sevgi Uzun,27,2024-08-20,26.7,DAL,away,NYL,-20.0,0,4.7,0,1,.000,0,1,.000,0,0,,0,0,0,1,0,0,1,0,0,-1.0
Sevgi Uzun,28,2024-08-22,26.7,DAL,away,NYL,-8.0,0,2.5,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,0,0,-0.7
Sevgi Uzun,29,2024-08-25,26.8,DAL,home,LAS,3.0,0,17.0,2,2,1.000,0,0,,2,2,1.000,0,1,1,2,2,0,0,1,6,8.7
Sevgi Uzun,30,2024-08-27,26.8,DAL,home,LVA,3.0,0,20.9,4,9,.444,1,3,.333,0,0,,0,1,1,2,1,0,1,3,9,4.8
Sevgi Uzun,31,2024-08-30,26.8,DAL,home,MIN,18.0,0,31.2,5,8,.625,1,2,.500,0,0,,0,4,4,2,4,0,1,1,11,12.6
Sevgi Uzun,32,2024-09-01,26.8,DAL,home,IND,-7.0,0,2.6,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0
Sevgi Uzun,33,2024-09-03,26.8,DAL,home,WAS,-4.0,0,19.1,0,2,.000,0,1,.000,1,2,.500,1,1,2,5,0,0,2,1,1,1.3
Sevgi Uzun,34,2024-09-06,26.8,DAL,away,ATL,-11.0,0,13.6,0,2,.000,0,2,.000,0,0,,0,0,0,2,0,0,2,0,0,-2.0
Sevgi Uzun,35,2024-09-08,26.8,DAL,away,CHI,-15.0,0,21.4,0,2,.000,0,0,,0,0,,0,0,0,1,0,1,1,2,0,-1.8
Sevgi Uzun,36,2024-09-10,26.8,DAL,home,NYL,-14.0,0,13.3,0,4,.000,0,3,.000,0,0,,1,1,2,3,1,0,1,2,0,-0.5
Sevgi Uzun,37,2024-09-12,26.8,DAL,home,NYL,-32.0,0,17.5,2,7,.286,2,4,.500,0,0,,0,2,2,5,0,0,1,1,6,4.6
Sevgi Uzun,38,2024-09-13,26.8,DAL,home,SEA,-2.0,0,8.0,1,4,.250,0,1,.000,0,0,,0,0,0,1,1,0,1,1,2,-0.1
Sevgi Uzun,39,2024-09-15,26.8,DAL,away,IND,-1.0,0,10.4,1,1,1.000,1,1,1.000,0,0,,0,1,1,2,0,1,0,0,3,5.1
Sevgi Uzun,40,2024-09-19,26.8,DAL,away,LVA,-14.0,0,15.1,0,4,.000,0,2,.000,0,0,,0,0,0,3,1,0,2,1,0,-2.1
Courtney Vandersloot,1,2024-05-14,35.3,NYL,away,WAS,5.0,1,27.6,3,9,.333,0,2,.000,0,0,,0,2,2,5,1,0,2,3,6,2.8
Courtney Vandersloot,2,2024-05-16,35.3,NYL,away,IND,36.0,1,27.4,4,7,.571,1,2,.500,0,0,,0,4,4,6,3,0,4,0,9,10.1
Courtney Vandersloot,3,2024-05-18,35.3,NYL,home,IND,11.0,1,23.4,4,8,.500,2,5,.400,0,0,,1,3,4,5,1,0,3,1,10,8.7
Courtney Vandersloot,4,2024-05-20,35.3,NYL,home,SEA,11.0,1,23.4,0,1,.000,0,1,.000,0,0,,1,2,3,4,0,0,3,4,0,-1.2
Courtney Vandersloot,5,2024-05-23,35.3,NYL,home,CHI,-9.0,1,28.6,4,6,.667,0,0,,2,3,.667,0,4,4,7,1,0,2,1,10,11.7
Courtney Vandersloot,6,2024-05-25,35.3,NYL,away,MIN,-17.0,1,27.7,5,12,.417,1,4,.250,1,2,.500,1,2,3,6,3,1,4,0,12,10.4
Courtney Vandersloot,7,2024-05-29,35.3,NYL,home,PHO,3.0,1,26.2,2,10,.200,1,5,.200,1,2,.500,1,4,5,2,1,2,1,0,6,4.1
Courtney Vandersloot,8,2024-06-02,35.3,NYL,home,IND,36.0,1,23.3,4,4,1.000,0,0,,1,2,.500,1,4,5,7,0,0,2,2,9,11.4
Courtney Vandersloot,9,2024-06-04,35.3,NYL,away,CHI,13.0,1,29.3,3,5,.600,0,0,,0,0,,1,3,4,6,0,1,4,3,6,5.0
Courtney Vandersloot,10,2024-06-30,35.4,NYL,home,ATL,6.0,1,21.3,3,6,.500,1,4,.250,0,0,,0,1,1,7,2,0,0,3,7,10.0
Courtney Vandersloot,11,2024-07-02,35.4,NYL,home,MIN,9.0,1,17.5,2,6,.333,1,3,.333,0,2,.000,0,0,0,1,0,1,0,0,5,2.2
Courtney Vandersloot,12,2024-07-06,35.4,NYL,away,IND,-5.0,1,13.9,1,2,.500,0,0,,0,0,,0,1,1,2,0,0,2,0,2,0.7
Courtney Vandersloot,13,2024-07-10,35.4,NYL,away,CON,3.0,1,34.4,5,11,.455,1,4,.250,0,0,,0,0,0,3,0,1,0,3,11,6.9
Courtney Vandersloot,14,2024-07-11,35.4,NYL,home,CHI,15.0,1,18.2,1,4,.250,0,1,.000,0,0,,0,0,0,6,0,0,0,2,2,3.0
Courtney Vandersloot,15,2024-07-13,35.4,NYL,away,CHI,14.0,1,14.6,0,2,.000,0,1,.000,1,2,.500,0,2,2,3,1,0,2,2,1,0.1
Courtney Vandersloot,16,2024-07-16,35.4,NYL,home,CON,8.0,1,19.6,4,5,.800,1,2,.500,1,2,.500,0,1,1,3,0,0,5,4,10,3.5
Courtney Vandersloot,17,2024-08-15,35.5,NYL,away,LAS,35.0,1,19.8,3,5,.600,2,2,1.000,0,0,,1,3,4,5,0,0,0,3,8,9.6
Courtney Vandersloot,18,2024-08-17,35.5,NYL,away,LVA,12.0,1,20.1,2,5,.400,0,2,.000,0,1,.000,0,1,1,2,1,1,1,2,4,2.5
Courtney Vandersloot,19,2024-08-20,35.5,NYL,home,DAL,20.0,1,29.5,7,15,.467,0,5,.000,1,2,.500,0,6,6,11,1,0,4,4,15,11.8
Courtney Vandersloot,20,2024-08-22,35.5,NYL,home,DAL,8.0,1,26.3,1,3,.333,0,0,,3,4,.750,2,3,5,6,0,1,0,2,5,9.3
Courtney Vandersloot,21,2024-08-24,35.5,NYL,home,CON,-8.0,1,23.8,3,8,.375,1,3,.333,0,0,,0,3,3,5,1,1,4,2,7,3.9
Courtney Vandersloot,22,2024-08-26,35.5,NYL,away,PHO,14.0,1,25.0,5,8,.625,3,4,.750,3,4,.750,1,5,6,4,2,1,1,1,16,18.3
Courtney Vandersloot,23,2024-08-28,35.6,NYL,away,LAS,-6.0,1,22.8,1,2,.500,0,1,.000,0,0,,0,1,1,13,0,0,2,0,2,8.4
Courtney Vandersloot,24,2024-08-30,35.6,NYL,away,SEA,13.0,1,15.7,2,4,.500,2,4,.500,0,0,,1,1,2,2,0,0,2,0,6,4.4
Courtney Vandersloot,25,2024-09-05,35.6,NYL,home,SEA,7.0,1,21.6,1,4,.250,1,3,.333,0,0,,0,2,2,5,2,1,1,1,3,6.0
Courtney Vandersloot,26,2024-09-08,35.6,NYL,home,LVA,4.0,1,15.0,1,8,.125,0,3,.000,1,2,.500,1,0,1,4,1,0,0,0,3,1.9
Courtney Vandersloot,27,2024-09-10,35.6,NYL,away,DAL,14.0,1,22.0,2,2,1.000,0,0,,0,0,,0,2,2,7,0,2,2,2,4,7.5
Courtney Vandersloot,28,2024-09-12,35.6,NYL,away,DAL,32.0,1,20.9,5,7,.714,0,2,.000,1,1,1.000,0,2,2,3,1,0,0,2,11,11.0
Courtney Vandersloot,29,2024-09-15,35.6,NYL,home,MIN,-9.0,1,14.7,1,1,1.000,0,0,,0,0,,0,1,1,3,1,0,1,2,2,3.3
Courtney Vandersloot,30,2024-09-17,35.6,NYL,away,WAS,16.0,1,21.7,2,7,.286,0,3,.000,1,2,.500,0,5,5,4,1,1,1,1,5,5.1
