Player,Year,Rk,Date,Age,Tm,home_away,Opp,win_margin,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
Taylor Soule,2023,15,2023-09-10,23.7,CHI,away,CON,11.0,0,3.4,0,1,0.0,0,1,0.0,0,0,,0,0,0,0,0,1,0,2,0,-0.8
Shyla Heal,2021,1,2021-05-23,19.7,CHI,home,NYL,-8.0,0,5.1,0,1,0.0,0,0,,0,0,,0,0,0,0,0,0,1,1,0,-2.1
Shyla Heal,2021,2,2021-05-25,19.7,CHI,home,ATL,-7.0,0,11.0,0,3,0.0,0,1,0.0,2,2,1.0,1,1,2,3,0,0,3,2,2,-0.8
Shyla Heal,2021,3,2021-05-28,19.7,CHI,home,LAS,-15.0,0,10.1,1,3,0.333,0,2,0.0,4,4,1.0,0,1,1,0,0,0,4,2,6,-0.2
Shyla Heal,2021,4,2021-05-30,19.7,CHI,home,LAS,-3.0,0,5.3,0,1,0.0,0,0,,0,0,,0,0,0,0,0,0,2,1,0,-3.1
Aisha Sheppard,2022,1,2022-05-06,23.5,LVA,away,PHO,18.0,0,15.2,2,2,1.000,2,2,1.000,0,0,,0,1,1,1,0,0,0,1,6,6.0
Aisha Sheppard,2022,2,2022-05-08,23.5,LVA,home,SEA,11.0,0,8.3,0,0,,0,0,,0,0,,0,0,0,0,0,0,2,3,0,-3.2
Aisha Sheppard,2022,3,2022-05-10,23.5,LVA,away,WAS,-13.0,0,4.7,0,2,.000,0,1,.000,2,2,1.000,0,0,0,1,1,0,1,1,2,0.9
Aisha Sheppard,2022,4,2022-05-13,23.5,LVA,away,ATL,23.0,0,9.7,2,3,.667,2,3,.667,0,0,,1,0,1,0,0,0,0,1,6,5.0
Aisha Sheppard,2022,5,2022-05-17,23.5,LVA,home,PHO,12.0,0,0.9,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0
Aisha Sheppard,2022,6,2022-05-19,23.5,LVA,home,MIN,6.0,0,11.6,1,4,.250,1,3,.333,0,0,,0,0,0,1,0,0,0,2,3,0.5
Aisha Sheppard,2022,7,2022-05-21,23.5,LVA,home,PHO,20.0,0,12.2,1,4,.250,1,3,.333,1,2,.500,0,2,2,0,1,1,1,6,4,0.1
Aisha Sheppard,2022,8,2022-05-23,23.5,LVA,home,LAS,28.0,0,20.4,1,5,.200,1,5,.200,1,2,.500,0,1,1,0,0,0,1,1,4,-0.6
Aisha Sheppard,2022,9,2022-05-28,23.5,LVA,away,CHI,7.0,0,9.1,0,2,.000,0,1,.000,0,0,,0,1,1,0,1,0,0,1,0,-0.5
Aisha Sheppard,2022,10,2022-05-31,23.5,LVA,home,CON,8.0,0,6.3,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0
Aisha Sheppard,2022,11,2022-06-02,23.6,LVA,home,CON,-7.0,0,3.1,0,0,,0,0,,0,0,,0,0,0,0,1,0,0,1,0,0.6
Aisha Sheppard,2022,12,2022-06-11,23.6,LVA,away,LAS,17.0,0,17.0,0,3,.000,0,2,.000,0,0,,0,2,2,1,0,0,1,1,0,-2.2
Aisha Sheppard,2022,13,2022-06-15,23.6,LVA,away,DAL,8.0,0,6.4,0,2,.000,0,2,.000,0,0,,1,0,1,0,0,0,0,1,0,-1.1
Aisha Sheppard,2022,14,2022-06-19,23.6,LVA,home,MIN,1.0,0,8.3,1,2,.500,0,1,.000,0,0,,0,1,1,0,0,0,0,1,2,0.9
Aisha Sheppard,2022,15,2022-06-21,23.6,LVA,home,CHI,-9.0,0,11.5,1,4,.250,1,4,.250,2,2,1.000,1,0,1,0,0,0,0,0,5,3.3
Aisha Sheppard,2022,16,2022-07-03,23.6,LVA,away,MIN,-31.0,0,6.7,0,0,,0,0,,0,0,,0,0,0,1,0,0,0,3,0,-0.5
Aisha Sheppard,2022,17,2022-07-14,23.7,LVA,away,NYL,34.0,0,8.8,0,4,.000,0,1,.000,0,0,,2,0,2,1,0,0,0,0,0,-0.7
Aisha Sheppard,2022,18,2022-07-19,23.7,LVA,home,ATL,-16.0,0,1.6,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,0,0,-1.0
Aisha Sheppard,2022,19,2022-07-21,23.7,LVA,home,IND,13.0,0,1.4,0,2,.000,0,2,.000,0,0,,0,0,0,0,0,0,0,1,0,-1.8
Aisha Sheppard,2022,20,2022-07-23,23.7,LVA,home,LAS,18.0,0,0.6,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0
Aisha Sheppard,2022,21,2022-07-29,23.7,LVA,away,IND,21.0,0,3.9,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,1,0,-1.1
Aisha Sheppard,2022,22,2022-07-31,23.7,LVA,away,IND,25.0,0,5.6,1,2,.500,1,2,.500,0,0,,1,0,1,1,1,0,0,1,3,4.0
Aisha Sheppard,2022,23,2022-08-11,23.7,LVA,home,CHI,11.0,0,0.4,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0
Robyn Parks,2023,1,2023-05-21,30.8,CHI,away,PHO,6.0,0,7.7,0,3,.000,0,1,.000,0,0,,0,0,0,0,1,1,2,1,0,-2.8
Robyn Parks,2023,2,2023-05-26,30.9,CHI,home,WAS,-2.0,0,5.5,0,1,.000,0,1,.000,0,0,,0,1,1,0,0,0,0,0,0,-0.4
Robyn Parks,2023,3,2023-05-30,30.9,CHI,away,ATL,-18.0,0,15.9,2,7,.286,1,4,.250,0,0,,0,1,1,0,0,0,0,0,5,1.2
Robyn Parks,2023,4,2023-06-02,30.9,CHI,home,NYL,-1.0,0,4.5,0,1,.000,0,0,,0,0,,1,0,1,0,0,0,0,0,0,0.0
Robyn Parks,2023,5,2023-06-04,30.9,CHI,away,NYL,4.0,0,20.4,3,7,.429,3,5,.600,0,0,,1,2,3,0,2,1,0,0,9,9.3
Robyn Parks,2023,6,2023-06-06,30.9,CHI,home,IND,5.0,0,15.2,0,2,.000,0,1,.000,0,0,,0,0,0,1,1,0,0,2,0,-0.5
Robyn Parks,2023,7,2023-06-09,30.9,CHI,away,LAS,-15.0,0,11.8,1,4,.250,0,2,.000,0,0,,1,0,1,0,0,0,0,0,2,0.3
Robyn Parks,2023,8,2023-06-11,30.9,CHI,away,LVA,-13.0,0,8.0,1,3,.333,1,2,.500,2,2,1.000,0,0,0,0,0,0,0,0,5,3.3
Robyn Parks,2023,9,2023-06-15,30.9,CHI,home,IND,-2.0,1,27.2,5,6,.833,3,4,.750,0,0,,0,3,3,1,0,1,1,5,13,10.1
Robyn Parks,2023,10,2023-06-22,30.9,CHI,home,WAS,-21.0,0,15.6,1,2,.500,1,2,.500,0,0,,0,0,0,0,0,0,0,0,3,2.0
Robyn Parks,2023,11,2023-06-25,30.9,CHI,away,CON,-24.0,0,14.5,0,3,.000,0,2,.000,0,0,,0,2,2,1,1,0,2,2,0,-2.6
Robyn Parks,2023,12,2023-06-28,30.9,CHI,home,LAS,17.0,0,10.0,0,3,.000,0,3,.000,0,0,,1,0,1,0,0,0,0,1,0,-1.8
Robyn Parks,2023,13,2023-06-30,30.9,CHI,home,LAS,8.0,0,7.9,0,1,.000,0,0,,0,0,,0,0,0,1,0,0,0,0,0,0.0
Robyn Parks,2023,14,2023-07-02,31.0,CHI,away,IND,2.0,0,5.2,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,1,0,-0.1
Robyn Parks,2023,15,2023-07-07,31.0,CHI,home,ATL,-14.0,0,10.2,0,2,.000,0,1,.000,0,0,,1,3,4,0,0,0,1,1,0,-1.2
Robyn Parks,2023,16,2023-07-09,31.0,CHI,home,ATL,-11.0,0,5.3,0,2,.000,0,1,.000,0,0,,1,2,3,1,0,0,1,0,0,-0.4
Robyn Parks,2023,17,2023-07-12,31.0,CHI,home,CON,-12.0,0,0.0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0
Robyn Parks,2023,18,2023-07-20,31.0,CHI,away,PHO,-18.0,0,13.9,2,5,.400,0,2,.000,0,0,,0,0,0,0,0,0,0,0,4,1.3
Robyn Parks,2023,19,2023-07-22,31.0,CHI,away,SEA,15.0,0,12.4,2,3,.667,1,1,1.000,0,0,,1,0,1,1,0,0,1,0,5,4.1
Robyn Parks,2023,20,2023-07-25,31.0,CHI,home,LVA,-12.0,0,21.5,3,4,.750,2,2,1.000,0,0,,1,5,6,0,0,0,1,3,8,6.4
Robyn Parks,2023,21,2023-07-28,31.0,CHI,home,SEA,-9.0,0,12.8,1,2,.500,1,2,.500,0,0,,0,1,1,1,1,0,0,0,3,4.0
Robyn Parks,2023,22,2023-07-30,31.0,CHI,home,PHO,19.0,0,18.8,5,7,.714,4,5,.800,0,0,,3,0,3,3,1,1,1,2,14,15.2
Robyn Parks,2023,23,2023-08-04,31.0,CHI,away,DAL,15.0,0,17.7,3,6,.500,2,3,.667,0,0,,1,3,4,0,0,0,1,1,8,5.2
Robyn Parks,2023,24,2023-08-06,31.0,CHI,away,DAL,8.0,0,8.9,2,6,.333,2,5,.400,0,0,,1,0,1,0,0,0,0,2,6,2.5
Robyn Parks,2023,25,2023-08-08,31.1,CHI,home,MIN,-9.0,0,11.0,2,5,.400,2,4,.500,0,0,,0,1,1,0,0,0,1,0,6,2.6
Robyn Parks,2023,26,2023-08-11,31.1,CHI,away,NYL,-16.0,0,14.7,0,2,.000,0,2,.000,3,3,1.000,0,1,1,1,0,0,0,1,3,2.2
Robyn Parks,2023,27,2023-08-13,31.1,CHI,away,WAS,-7.0,0,14.8,0,4,.000,0,2,.000,0,0,,0,2,2,0,1,0,0,1,0,-1.6
Robyn Parks,2023,28,2023-08-18,31.1,CHI,away,ATL,-11.0,0,11.0,3,4,.750,0,1,.000,0,0,,0,1,1,0,0,0,1,1,6,3.3
Robyn Parks,2023,29,2023-08-20,31.1,CHI,home,CON,-6.0,0,20.9,1,5,.200,0,2,.000,2,2,1.000,0,3,3,0,1,1,1,3,4,1.3
Robyn Parks,2023,30,2023-08-22,31.1,CHI,home,SEA,23.0,0,19.6,2,7,.286,1,5,.200,0,0,,1,3,4,1,1,0,0,0,5,4.2
Robyn Parks,2023,31,2023-08-24,31.1,CHI,home,LVA,-7.0,0,13.3,2,5,.400,0,3,.000,0,0,,0,1,1,0,1,0,0,0,4,2.6
Robyn Parks,2023,32,2023-08-27,31.1,CHI,away,SEA,5.0,0,13.8,1,2,.500,1,2,.500,0,0,,0,2,2,1,0,0,0,1,3,2.9
Robyn Parks,2023,33,2023-08-29,31.1,CHI,away,LAS,1.0,0,8.5,1,3,.333,0,2,.000,0,0,,0,2,2,0,0,0,0,1,2,0.5
Robyn Parks,2023,34,2023-09-03,31.1,CHI,home,NYL,-17.0,0,20.0,4,7,.571,2,3,.667,0,0,,1,1,2,1,1,0,3,0,10,6.4
Robyn Parks,2023,35,2023-09-05,31.1,CHI,away,IND,27.0,0,26.1,4,9,.444,3,7,.429,0,0,,0,1,1,2,0,0,0,2,11,7.2
Robyn Parks,2023,36,2023-09-08,31.1,CHI,home,MIN,5.0,0,8.4,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,1,0,-1.1
Robyn Parks,2023,37,2023-09-10,31.1,CHI,away,CON,11.0,1,32.3,2,5,.400,2,4,.500,0,0,,0,2,2,0,0,0,2,3,6,0.7
Kadi Sissoko,2023,1,2023-05-19,24.3,PHO,away,LAS,-23.0,0,8.6,1,1,1.000,0,0,,0,0,,0,2,2,0,0,0,0,0,2,2.3
Kadi Sissoko,2023,2,2023-05-21,24.3,PHO,home,CHI,-6.0,0,3.6,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0
Kadi Sissoko,2023,3,2023-05-25,24.3,PHO,home,MIN,9.0,0,6.5,0,0,,0,0,,0,0,,0,0,0,0,0,1,1,3,0,-1.5
Kadi Sissoko,2023,4,2023-06-02,24.4,PHO,home,LAS,-6.0,0,1.8,0,0,,0,0,,0,0,,1,0,1,0,0,0,0,0,0,0.7
Kadi Sissoko,2023,5,2023-06-07,24.4,PHO,away,DAL,-5.0,0,3.8,1,1,1.000,0,0,,0,0,,0,1,1,0,0,0,0,1,2,1.6
Kadi Sissoko,2023,6,2023-06-09,24.4,PHO,away,DAL,-13.0,0,4.0,0,0,,0,0,,1,2,.500,0,0,0,0,1,0,0,0,1,1.6
Kadi Sissoko,2023,7,2023-06-11,24.4,PHO,away,IND,3.0,0,8.3,1,3,.333,0,0,,0,0,,1,1,2,0,0,0,2,2,2,-1.5
Kadi Sissoko,2023,8,2023-06-13,24.4,PHO,home,SEA,-14.0,0,9.0,0,0,,0,0,,0,0,,0,2,2,0,1,0,2,1,0,-0.8
Kadi Sissoko,2023,9,2023-06-16,24.4,PHO,away,WAS,-19.0,0,11.3,1,3,.333,0,0,,0,0,,0,2,2,1,0,0,3,5,2,-3.4
Kadi Sissoko,2023,10,2023-06-18,24.4,PHO,away,NYL,-18.0,0,16.2,1,4,.250,0,1,.000,2,2,1.000,1,4,5,1,0,0,2,0,4,2.2
Kadi Sissoko,2023,11,2023-06-21,24.4,PHO,home,LVA,-20.0,0,10.3,0,4,.000,0,2,.000,0,0,,0,2,2,0,0,0,1,0,0,-3.2
Kadi Sissoko,2023,12,2023-06-24,24.4,PHO,away,SEA,-23.0,0,4.1,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0
Kadi Sissoko,2023,13,2023-06-27,24.4,PHO,home,DAL,-15.0,0,3.9,0,1,.000,0,0,,0,0,,0,0,0,0,0,1,1,0,0,-1.0
Kadi Sissoko,2023,14,2023-06-29,24.4,PHO,home,IND,22.0,0,10.1,2,4,.500,0,0,,0,0,,0,1,1,1,0,1,0,1,4,3.3
Kadi Sissoko,2023,15,2023-07-01,24.4,PHO,home,MIN,-10.0,0,4.0,0,2,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,1,0,-1.8
Kadi Sissoko,2023,16,2023-07-05,24.4,PHO,away,NYL,-4.0,0,3.9,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,1,0,-0.1
Kadi Sissoko,2023,17,2023-07-07,24.4,PHO,away,MIN,-11.0,0,2.6,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,0,0,-0.7
Kadi Sissoko,2023,18,2023-07-09,24.5,PHO,home,LAS,6.0,0,6.8,1,2,.500,0,1,.000,0,0,,1,0,1,0,0,0,1,0,2,0.7
Kadi Sissoko,2023,19,2023-07-11,24.5,PHO,away,LVA,-26.0,0,5.9,0,1,.000,0,0,,0,0,,1,3,4,0,0,0,0,0,0,0.9
Kadi Sissoko,2023,20,2023-07-18,24.5,PHO,home,CON,6.0,0,1.5,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0,-0.4
Kadi Sissoko,2023,21,2023-07-20,24.5,PHO,home,CHI,18.0,0,12.7,1,2,.500,0,1,.000,0,0,,0,0,0,0,0,0,0,1,2,0.6
Kadi Sissoko,2023,22,2023-07-23,24.5,PHO,away,WAS,-15.0,0,5.6,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,1,0,0,-1.7
Kadi Sissoko,2023,23,2023-07-25,24.5,PHO,away,ATL,-13.0,0,13.4,0,2,.000,0,0,,0,0,,0,2,2,0,1,1,1,2,0,-0.9
Kadi Sissoko,2023,24,2023-07-30,24.5,PHO,away,CHI,-19.0,0,4.7,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,0,0,-1.0
Kadi Sissoko,2023,25,2023-08-01,24.5,PHO,away,IND,-1.0,0,4.7,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,2,0,-1.8
Kadi Sissoko,2023,26,2023-08-03,24.5,PHO,home,ATL,20.0,0,14.8,2,3,.667,0,1,.000,2,2,1.000,1,0,1,0,0,1,0,2,6,5.3
Kadi Sissoko,2023,27,2023-08-05,24.5,PHO,home,SEA,-6.0,0,8.2,0,2,.000,0,1,.000,0,0,,1,0,1,1,0,0,0,0,0,0.0
Kadi Sissoko,2023,28,2023-08-08,24.5,PHO,home,WAS,19.0,0,15.1,1,2,.500,1,2,.500,1,2,.500,0,1,1,1,0,0,2,3,4,0.4
Kadi Sissoko,2023,29,2023-08-10,24.5,PHO,home,CON,6.0,0,3.7,0,0,,0,0,,0,0,,0,1,1,0,0,0,1,2,0,-1.5
Kadi Sissoko,2023,30,2023-08-13,24.5,PHO,away,SEA,-10.0,0,1.8,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0
Kadi Sissoko,2023,31,2023-08-18,24.6,PHO,home,NYL,-22.0,0,16.3,0,1,.000,0,0,,0,0,,2,0,2,0,0,0,2,1,0,-1.7
Kadi Sissoko,2023,32,2023-08-20,24.6,PHO,home,IND,-10.0,0,3.7,0,0,,0,0,,0,0,,1,1,2,0,0,0,0,1,0,0.6
Kadi Sissoko,2023,33,2023-08-23,24.6,PHO,away,LAS,-29.0,0,12.0,1,1,1.000,0,0,,1,2,.500,2,2,4,0,0,0,0,0,3,4.3
Kadi Sissoko,2023,34,2023-08-27,24.6,PHO,home,DAL,-3.0,0,9.1,1,1,1.000,0,0,,0,0,,0,2,2,0,0,0,0,2,2,1.5
Kadi Sissoko,2023,35,2023-08-29,24.6,PHO,away,ATL,-18.0,0,14.8,2,3,.667,0,0,,1,2,.500,1,2,3,0,0,0,1,2,5,2.8
Kadi Sissoko,2023,36,2023-08-31,24.6,PHO,away,CON,-10.0,0,10.3,2,2,1.000,0,0,,0,0,,0,4,4,1,0,0,1,4,4,2.7
Kadi Sissoko,2023,37,2023-09-03,24.6,PHO,away,MIN,-13.0,0,18.9,2,4,.500,2,2,1.000,0,2,.000,2,4,6,0,0,0,0,2,6,5.0
Kadi Sissoko,2023,38,2023-09-05,24.6,PHO,home,WAS,-23.0,0,15.6,1,5,.200,0,3,.000,0,0,,1,2,3,1,0,0,1,2,2,-0.9
Kadi Sissoko,2023,39,2023-09-08,24.6,PHO,home,LVA,-21.0,0,11.7,1,3,.333,0,0,,2,2,1.000,1,3,4,0,0,0,0,0,4,3.9
Kadi Sissoko,2023,40,2023-09-10,24.6,PHO,away,LVA,-15.0,0,12.7,1,3,.333,0,2,.000,0,0,,0,2,2,1,0,0,1,1,2,0.2
Ruthy Hebard,2020,1,2020-07-26,22.2,CHI,home,LVA,2.0,0,7.4,2,5,.400,0,0,,0,0,,1,1,2,0,0,0,1,2,4,0.5
Ruthy Hebard,2020,2,2020-07-28,22.2,CHI,home,LAS,18.0,0,6.1,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,0.3
Ruthy Hebard,2020,3,2020-07-30,22.3,CHI,home,MIN,-2.0,0,11.6,2,4,.500,0,0,,0,0,,0,1,1,0,0,0,0,2,4,1.5
Ruthy Hebard,2020,4,2020-08-01,22.3,CHI,home,WAS,2.0,0,7.6,1,1,1.000,0,0,,0,0,,2,4,6,1,0,0,0,2,2,4.2
Ruthy Hebard,2020,5,2020-08-04,22.3,CHI,home,DAL,3.0,0,10.8,1,3,.333,0,0,,0,0,,2,3,5,0,0,0,0,1,2,2.2
Ruthy Hebard,2020,6,2020-08-06,22.3,CHI,home,PHO,-10.0,0,16.4,2,2,1.000,0,0,,0,0,,2,3,5,1,1,0,2,4,4,3.8
Ruthy Hebard,2020,7,2020-08-08,22.3,CHI,home,CON,7.0,0,7.5,0,0,,0,0,,0,0,,1,2,3,1,0,0,0,2,0,1.2
Ruthy Hebard,2020,8,2020-08-10,22.3,CHI,home,SEA,-18.0,0,19.9,5,8,.625,0,0,,1,2,.500,3,2,5,0,1,0,2,1,11,8.3
Ruthy Hebard,2020,9,2020-08-12,22.3,CHI,home,PHO,18.0,0,5.5,1,1,1.000,0,0,,0,0,,0,0,0,0,0,0,0,1,2,1.3
Ruthy Hebard,2020,10,2020-08-14,22.3,CHI,home,CON,-3.0,0,7.5,3,5,.600,0,0,,1,1,1.000,0,0,0,0,0,0,0,0,7,4.7
Ruthy Hebard,2020,11,2020-08-16,22.3,CHI,home,ATL,25.0,1,10.1,2,3,.667,0,0,,0,0,,0,3,3,0,0,1,1,0,4,3.3
Ruthy Hebard,2020,12,2020-08-18,22.3,CHI,home,LVA,2.0,0,18.9,2,3,.667,0,0,,1,2,.500,0,6,6,0,0,0,2,3,5,1.9
Ruthy Hebard,2020,13,2020-08-20,22.3,CHI,home,NYL,16.0,0,23.0,5,7,.714,0,0,,1,2,.500,1,2,3,0,1,0,0,3,11,8.8
Ruthy Hebard,2020,14,2020-08-22,22.3,CHI,home,IND,11.0,0,16.5,1,2,.500,0,0,,0,0,,1,3,4,0,0,0,0,1,2,2.2
Ruthy Hebard,2020,15,2020-08-25,22.3,CHI,home,NYL,-2.0,0,10.7,3,4,.750,0,0,,0,0,,1,3,4,0,0,1,1,0,6,5.7
Ruthy Hebard,2020,16,2020-08-29,22.3,CHI,home,SEA,-14.0,0,18.3,5,6,.833,0,0,,1,1,1.000,2,4,6,0,3,1,1,3,11,12.9
Ruthy Hebard,2020,17,2020-08-31,22.3,CHI,home,IND,23.0,1,29.4,6,8,.750,0,0,,0,0,,0,11,11,0,0,2,1,4,12,10.9
Ruthy Hebard,2020,18,2020-09-02,22.3,CHI,home,MIN,-3.0,1,7.8,1,1,1.000,0,0,,0,0,,0,2,2,1,2,0,2,1,2,2.6
Ruthy Hebard,2020,19,2020-09-04,22.4,CHI,home,WAS,-10.0,0,17.7,2,3,.667,0,0,,0,0,,0,3,3,1,1,0,0,1,4,4.9
Ruthy Hebard,2020,20,2020-09-06,22.4,CHI,home,LAS,-6.0,1,14.3,1,1,1.000,0,0,,0,0,,0,3,3,0,0,0,1,2,2,0.8
Ruthy Hebard,2020,21,2020-09-09,22.4,CHI,home,ATL,-8.0,1,21.1,4,6,.667,0,0,,0,0,,2,3,5,0,0,1,0,2,8,7.6
Ruthy Hebard,2020,22,2020-09-11,22.4,CHI,home,DAL,7.0,1,32.1,9,12,.750,0,0,,4,4,1.000,0,8,8,2,1,2,1,0,22,22.4
Ruthy Hebard,2021,1,2021-05-15,23.0,CHI,away,WAS,14.0,0,14.3,1,3,.333,0,0,,1,2,.500,0,3,3,0,0,0,0,3,3,0.6
Ruthy Hebard,2021,2,2021-05-19,23.1,CHI,away,ATL,8.0,1,33.7,6,14,.429,0,1,.000,6,8,.750,4,6,10,3,1,3,6,3,18,12.4
Ruthy Hebard,2021,3,2021-05-23,23.1,CHI,home,NYL,-8.0,1,32.7,7,14,.500,0,0,,1,1,1.000,4,6,10,1,1,4,2,1,15,14.7
Ruthy Hebard,2021,4,2021-05-25,23.1,CHI,home,ATL,-7.0,1,20.8,1,6,.167,0,0,,1,2,.500,3,3,6,4,2,0,0,2,3,5.8
Ruthy Hebard,2021,5,2021-05-28,23.1,CHI,home,LAS,-15.0,1,35.2,5,7,.714,0,0,,2,2,1.000,2,6,8,1,2,1,2,3,12,12.5
Ruthy Hebard,2021,6,2021-05-30,23.1,CHI,home,LAS,-3.0,1,28.6,5,7,.714,0,0,,2,2,1.000,3,3,6,0,0,2,2,6,12,9.1
Ruthy Hebard,2021,7,2021-06-01,23.1,CHI,home,PHO,-1.0,1,29.7,6,9,.667,0,0,,2,2,1.000,3,6,9,1,0,1,0,3,14,14.2
Ruthy Hebard,2021,8,2021-06-03,23.1,CHI,away,PHO,-3.0,0,27.8,3,6,.500,0,1,.000,1,2,.500,1,6,7,0,3,1,1,3,7,7.6
Ruthy Hebard,2021,9,2021-06-05,23.1,CHI,away,LAS,-5.0,0,25.3,6,11,.545,0,0,,2,3,.667,3,7,10,1,0,1,0,3,14,12.7
Ruthy Hebard,2021,10,2021-06-09,23.1,CHI,home,IND,16.0,0,16.1,1,3,.333,0,0,,3,4,.750,3,6,9,1,0,0,0,1,5,7.1
Ruthy Hebard,2021,11,2021-06-12,23.1,CHI,away,IND,4.0,0,9.5,0,2,.000,0,0,,2,2,1.000,0,1,1,0,0,0,0,4,2,-0.7
Ruthy Hebard,2021,12,2021-06-15,23.1,CHI,away,MIN,16.0,0,8.4,2,2,1.000,0,0,,0,0,,0,1,1,0,1,0,0,1,4,4.3
Ruthy Hebard,2021,13,2021-06-17,23.1,CHI,home,CON,6.0,0,10.7,3,3,1.000,0,0,,0,0,,2,2,4,0,0,1,0,1,6,7.4
Ruthy Hebard,2021,14,2021-06-19,23.1,CHI,home,CON,10.0,0,17.7,6,7,.857,0,0,,1,1,1.000,1,0,1,1,4,0,0,4,13,14.3
Ruthy Hebard,2021,15,2021-06-22,23.2,CHI,away,NYL,20.0,0,22.9,4,6,.667,0,0,,0,0,,2,9,11,2,1,0,0,2,8,11.1
Ruthy Hebard,2021,16,2021-06-24,23.2,CHI,away,NYL,23.0,0,17.6,3,4,.750,0,0,,0,0,,1,2,3,2,1,1,3,2,6,5.0
Ruthy Hebard,2021,17,2021-06-27,23.2,CHI,away,CON,-16.0,0,17.0,4,6,.667,0,0,,1,1,1.000,3,2,5,1,1,1,1,0,9,10.5
Ruthy Hebard,2021,18,2021-06-30,23.2,CHI,away,DAL,10.0,0,20.0,4,7,.571,0,0,,0,0,,0,9,9,1,0,0,0,2,8,7.3
Ruthy Hebard,2021,19,2021-07-02,23.2,CHI,away,DAL,-9.0,0,6.5,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,1,3,0,-2.9
Ruthy Hebard,2021,20,2021-07-10,23.2,CHI,home,WAS,-4.0,0,3.8,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-0.7
Ruthy Hebard,2021,21,2021-08-17,23.3,CHI,home,DAL,-4.0,0,12.0,0,1,.000,0,0,,0,0,,2,0,2,0,0,1,0,0,0,1.4
Ruthy Hebard,2021,22,2021-08-21,23.3,CHI,home,MIN,-6.0,0,11.6,0,1,.000,0,0,,0,0,,0,3,3,0,0,1,0,3,0,-0.3
Ruthy Hebard,2021,23,2021-08-24,23.3,CHI,away,ATL,7.0,0,10.9,2,3,.667,0,0,,0,0,,0,0,0,0,1,1,0,2,4,3.6
Ruthy Hebard,2021,24,2021-08-27,23.3,CHI,away,SEA,4.0,0,4.1,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0
Ruthy Hebard,2021,25,2021-08-29,23.3,CHI,away,SEA,32.0,0,10.0,0,1,.000,0,0,,0,0,,1,0,1,0,0,0,0,3,0,-1.2
Ruthy Hebard,2021,26,2021-08-31,23.3,CHI,away,PHO,-20.0,0,5.7,0,1,.000,0,0,,0,0,,0,0,0,1,0,0,0,0,0,0.0
Ruthy Hebard,2021,27,2021-09-02,23.3,CHI,away,LVA,-7.0,0,5.5,0,0,,0,0,,0,0,,1,0,1,0,0,0,0,0,0,0.7
Ruthy Hebard,2021,28,2021-09-12,23.4,CHI,home,WAS,-8.0,0,9.4,2,5,.400,0,0,,0,0,,1,2,3,0,1,0,0,1,4,3.2
Ruthy Hebard,2021,29,2021-09-17,23.4,CHI,home,LVA,-33.0,0,20.3,1,4,.250,0,0,,0,0,,1,4,5,1,0,0,0,1,2,1.8
Ruthy Hebard,2021,30,2021-09-19,23.4,CHI,home,IND,11.0,0,16.7,1,3,.333,0,0,,2,2,1.000,1,3,4,2,1,1,0,2,4,6.2
Ruthy Hebard,2022,1,2022-05-06,24.0,CHI,home,LAS,-7.0,0,13.4,1,1,1.000,0,0,,0,0,,1,1,2,0,0,0,1,2,2,0.9
Ruthy Hebard,2022,2,2022-05-11,24.0,CHI,home,NYL,33.0,0,21.5,1,2,.500,0,0,,3,4,.750,0,5,5,0,0,0,0,1,5,4.7
Ruthy Hebard,2022,3,2022-05-14,24.0,CHI,away,MIN,4.0,0,10.2,1,2,.500,0,0,,0,0,,0,1,1,0,0,0,0,1,2,0.9
