team,year,month,day,home_away,opp,win_loss,team_score,opp_score,advanced_ortg,advanced_drtg,advanced_pace,advanced_ftr,advanced_3par,advanced_ts_pct,advanced_trb_pct,advanced_ast_pct,advanced_stl_pct,advanced_blk_pct,offensive_four_factors_efg_pct,offensive_four_factors_tov_pct,offensive_four_factors_orb_pct,offensive_four_factors_ft_per_fga,defensive_four_factors_efg_pct,defensive_four_factors_tov_pct,defensive_four_factors_drb_pct,defensive_four_factors_ft_per_fga
WAS,2024,7,14,1,LVA,2,77,89,96.1,111.0,80.2,0.188,0.304,0.515,43.1,72.4,8.7,6.7,0.507,13.8,13.2,0.101,0.543,13.4,76.5,0.186
WAS,2024,7,16,1,PHO,2,87,96,112.1,123.7,77.7,0.181,0.458,0.56,51.6,84.8,6.4,2.1,0.528,13.4,24.2,0.153,0.6,10.8,80.6,0.277
WAS,2024,8,15,1,MIN,2,68,79,80.3,93.2,84.7,0.297,0.391,0.47,44.4,79.2,9.4,11.4,0.43,18.1,7.7,0.203,0.457,14.2,87.9,0.214
WAS,2024,8,17,1,MIN,2,83,99,103.8,123.8,80.0,0.383,0.383,0.592,44.6,89.7,11.3,7.0,0.558,19.5,17.2,0.267,0.664,17.1,74.1,0.219
WAS,2024,8,20,1,SEA,2,77,83,88.0,94.9,87.5,0.264,0.333,0.479,51.9,67.9,10.3,6.4,0.444,21.5,29.3,0.181,0.407,16.1,76.3,0.371
WAS,2024,8,23,1,LAS,1,80,74,93.5,86.5,85.6,0.192,0.315,0.505,49.3,69.7,15.2,10.4,0.486,15.0,21.6,0.123,0.413,18.1,77.8,0.16
WAS,2024,8,26,1,SEA,1,74,72,94.2,91.6,78.6,0.088,0.426,0.524,56.0,56.7,6.4,10.0,0.507,20.3,27.3,0.074,0.426,13.2,78.6,0.122
WAS,2024,8,28,1,CHI,1,74,70,100.0,94.6,74.0,0.197,0.318,0.516,41.0,65.5,13.5,13.6,0.5,14.3,21.2,0.121,0.509,24.5,64.3,0.19
WAS,2024,8,31,1,CON,2,85,96,108.9,123.0,78.0,0.238,0.476,0.611,46.3,76.7,10.3,8.1,0.587,18.7,20.0,0.175,0.617,18.7,79.2,0.367
WAS,2024,9,3,1,DAL,1,90,86,116.5,111.4,77.2,0.221,0.39,0.533,42.9,71.0,6.5,11.1,0.481,9.6,30.0,0.208,0.458,13.5,56.8,0.278
WAS,2024,9,5,1,PHO,1,90,77,115.2,98.5,78.2,0.074,0.412,0.641,47.6,69.4,12.8,13.2,0.632,14.6,17.2,0.059,0.463,18.4,73.5,0.206
WAS,2024,9,8,1,MIN,2,71,78,90.8,99.7,78.2,0.043,0.457,0.498,47.9,65.5,7.7,7.1,0.493,16.4,20.5,0.029,0.462,17.9,79.4,0.258
WAS,2024,9,11,1,CHI,1,89,58,118.1,77.0,75.3,0.25,0.338,0.59,53.6,82.4,11.9,11.3,0.566,12.7,30.0,0.176,0.364,16.7,71.8,0.1
WAS,2024,9,13,1,ATL,1,72,69,97.0,93.0,74.2,0.25,0.35,0.541,44.6,65.4,10.8,11.3,0.5,20.3,25.0,0.2,0.322,14.3,59.5,0.301
WAS,2024,9,15,1,ATL,2,73,76,90.5,94.3,71.7,0.356,0.525,0.535,42.6,60.9,7.4,7.1,0.475,20.9,12.5,0.288,0.424,16.3,75.9,0.303
WAS,2024,9,17,1,NYL,2,71,87,89.1,109.2,79.7,0.311,0.426,0.512,39.2,69.6,5.0,9.1,0.451,18.7,8.3,0.262,0.507,11.9,68.4,0.147
WAS,2024,9,19,1,IND,1,92,91,112.0,110.7,82.2,0.211,0.479,0.593,48.4,69.7,11.0,2.3,0.549,15.3,21.6,0.197,0.609,18.5,88.0,0.203
LVA,2024,5,14,1,PHO,1,89,80,108.9,97.9,81.7,0.408,0.408,0.531,50.0,58.6,8.6,12.5,0.451,9.7,22.9,0.352,0.48,15.7,74.4,0.092
LVA,2024,5,18,1,LAS,1,89,82,108.0,99.5,82.4,0.219,0.425,0.556,52.3,74.2,12.1,7.7,0.514,13.0,26.3,0.192,0.553,19.0,88.9,0.136
LVA,2024,5,21,1,PHO,2,88,98,104.9,116.8,83.9,0.192,0.397,0.52,50.0,66.7,6.0,8.9,0.494,9.6,17.5,0.141,0.577,7.7,84.2,0.103
LVA,2024,5,25,1,IND,1,99,80,122.6,99.1,80.7,0.247,0.479,0.612,50.0,68.6,8.7,9.3,0.568,9.0,16.7,0.219,0.5,13.7,83.3,0.143
LVA,2024,5,29,1,MIN,1,80,66,103.4,85.3,77.3,0.194,0.375,0.512,53.2,76.7,7.8,12.2,0.486,15.2,28.2,0.139,0.431,18.7,78.9,0.154
LVA,2024,5,31,1,ATL,2,74,78,90.1,95.0,82.1,0.29,0.304,0.476,47.2,72.0,7.3,11.1,0.406,12.4,7.9,0.261,0.426,13.0,91.2,0.426
LVA,2024,6,5,1,DAL,1,95,81,119.4,101.8,79.5,0.286,0.4,0.603,45.2,58.8,12.6,10.2,0.55,13.2,23.5,0.257,0.412,13.4,64.1,0.27
LVA,2024,6,7,1,SEA,2,65,78,76.4,91.7,85.1,0.284,0.388,0.431,45.6,61.9,8.2,19.2,0.366,15.7,7.5,0.239,0.403,12.8,84.6,0.278
LVA,2024,6,9,1,LAS,2,92,96,116.1,121.2,79.2,0.353,0.382,0.586,39.0,56.7,8.8,15.0,0.522,7.1,12.5,0.309,0.569,16.4,70.4,0.338
LVA,2024,6,11,1,MIN,2,86,100,108.8,126.5,79.1,0.419,0.5,0.586,55.6,67.9,5.1,2.5,0.532,15.0,17.2,0.323,0.664,10.8,88.2,0.164
LVA,2024,6,13,1,PHO,1,103,99,126.2,121.3,81.6,0.362,0.435,0.644,61.7,51.5,7.4,4.3,0.572,14.9,38.7,0.348,0.597,13.2,86.2,0.181
LVA,2024,6,15,1,NYL,2,82,90,102.5,112.5,80.0,0.159,0.493,0.555,45.6,74.2,3.7,7.5,0.529,11.9,5.6,0.13,0.574,9.6,90.6,0.176
LVA,2024,6,19,1,SEA,1,94,83,113.3,100.0,83.0,0.333,0.317,0.651,47.5,71.4,13.3,7.4,0.619,16.2,10.7,0.254,0.471,16.1,78.8,0.243
LVA,2024,6,21,1,CON,1,85,74,110.5,96.2,76.9,0.354,0.369,0.566,59.2,51.6,7.8,6.3,0.523,13.8,27.8,0.262,0.475,12.2,91.4,0.262
LVA,2024,6,27,1,CHI,1,95,83,120.9,105.7,78.6,0.409,0.379,0.61,47.9,60.6,6.4,17.7,0.568,10.4,17.6,0.303,0.462,6.7,74.4,0.141
LVA,2024,6,29,1,WAS,1,88,77,112.8,98.7,78.1,0.381,0.397,0.598,54.0,66.7,3.8,9.8,0.548,14.0,17.2,0.302,0.515,16.7,85.3,0.154
LVA,2024,7,2,1,IND,1,88,69,108.8,85.3,80.9,0.239,0.352,0.561,46.3,75.0,8.7,13.7,0.514,11.3,18.4,0.211,0.403,15.3,70.5,0.091
LVA,2024,7,4,1,WAS,1,98,77,118.4,93.0,82.7,0.172,0.359,0.712,56.3,81.6,9.7,6.3,0.68,20.7,16.7,0.172,0.45,16.0,80.0,0.2
LVA,2024,7,5,1,LAS,2,93,98,107.8,113.6,76.7,0.328,0.358,0.606,52.4,75.0,1.2,14.5,0.545,12.5,9.7,0.299,0.436,2.9,78.4,0.267
LVA,2024,7,7,1,DAL,1,104,85,122.9,100.4,84.7,0.235,0.444,0.582,51.9,62.2,7.1,10.7,0.543,9.2,26.3,0.198,0.5,13.7,76.9,0.118
LVA,2024,7,10,1,SEA,1,84,79,100.5,94.5,83.6,0.286,0.329,0.533,48.7,70.0,8.4,8.3,0.464,10.3,11.8,0.271,0.422,13.4,77.3,0.182
LVA,2024,7,12,1,ATL,1,84,70,101.4,84.5,82.8,0.243,0.414,0.542,43.4,75.9,9.7,12.1,0.5,10.4,7.9,0.2,0.39,14.3,73.3,0.13
LVA,2024,7,14,1,WAS,1,89,77,111.0,96.1,80.2,0.243,0.357,0.574,56.9,70.6,8.7,14.6,0.543,13.4,23.5,0.186,0.507,13.8,86.8,0.101
LVA,2024,7,16,1,CHI,2,85,93,101.3,110.9,83.8,0.333,0.273,0.562,42.6,54.8,13.1,11.9,0.508,13.7,9.7,0.273,0.514,13.7,76.7,0.264
LVA,2024,8,17,1,NYL,2,67,79,87.7,103.4,76.4,0.169,0.477,0.48,39.5,58.3,13.1,16.3,0.438,12.5,5.7,0.154,0.459,13.1,68.3,0.149
LVA,2024,8,18,1,LAS,1,87,71,99.9,81.5,87.1,0.377,0.295,0.612,50.0,46.7,17.2,12.8,0.557,19.3,3.2,0.311,0.452,22.8,91.4,0.242
LVA,2024,8,21,1,MIN,2,87,98,118.4,133.4,73.5,0.169,0.423,0.57,47.5,66.7,9.5,4.4,0.556,10.6,26.5,0.113,0.68,12.5,76.0,0.172
LVA,2024,8,23,1,MIN,2,74,87,93.3,109.7,79.2,0.316,0.333,0.57,31.5,65.4,8.8,2.9,0.518,21.7,3.2,0.263,0.59,21.6,69.6,0.246
LVA,2024,8,25,1,CHI,1,77,75,98.5,95.9,78.2,0.123,0.296,0.451,48.4,58.1,7.7,9.0,0.42,3.4,22.0,0.111,0.409,10.3,70.0,0.098
LVA,2024,8,27,1,DAL,2,90,93,115.5,119.4,77.9,0.484,0.306,0.598,39.4,48.4,7.7,11.1,0.54,9.6,12.9,0.371,0.52,11.7,62.9,0.2
LVA,2024,8,30,1,ATL,1,83,72,114.1,99.0,72.7,0.232,0.42,0.546,48.8,61.3,5.5,19.0,0.522,6.2,20.5,0.159,0.444,10.5,75.6,0.127
LVA,2024,9,1,1,PHO,1,97,79,123.7,100.7,78.4,0.227,0.485,0.668,59.3,86.5,12.7,5.1,0.644,15.2,23.1,0.182,0.533,17.9,87.9,0.23
LVA,2024,9,3,1,CHI,1,90,71,117.3,92.5,76.7,0.344,0.393,0.641,51.7,78.1,15.6,14.3,0.59,14.6,17.9,0.295,0.475,19.9,81.3,0.233
LVA,2024,9,6,1,CON,1,72,67,93.8,87.3,76.7,0.292,0.308,0.491,50.0,68.0,11.7,5.0,0.431,16.0,20.0,0.246,0.473,22.1,83.9,0.25
LVA,2024,9,8,1,NYL,2,71,75,93.3,98.6,76.1,0.156,0.516,0.519,40.9,78.3,9.2,8.9,0.477,13.9,6.5,0.156,0.428,12.3,71.4,0.232
LVA,2024,9,11,1,IND,1,86,75,106.7,93.1,80.6,0.243,0.314,0.555,50.0,64.5,7.4,12.8,0.514,9.4,18.2,0.2,0.445,14.9,80.0,0.137
LVA,2024,9,13,1,IND,1,78,74,93.7,88.9,83.2,0.257,0.429,0.501,47.0,78.6,8.4,10.3,0.464,10.4,3.0,0.186,0.508,17.5,90.9,0.177
LVA,2024,9,15,1,CON,1,84,71,115.4,97.6,72.7,0.085,0.338,0.57,49.3,68.6,6.9,8.9,0.563,7.5,12.9,0.056,0.469,10.1,80.6,0.172
LVA,2024,9,17,1,SEA,1,85,72,116.9,99.1,72.7,0.233,0.333,0.642,51.7,56.3,6.9,3.7,0.608,12.0,10.7,0.2,0.492,14.0,87.5,0.159
LVA,2024,9,19,1,DAL,1,98,84,120.6,103.4,81.2,0.213,0.493,0.597,53.5,62.9,9.8,14.0,0.567,11.8,27.8,0.173,0.493,14.2,80.0,0.214
